,index,index_character,index_world,name,poster,hero,url,group,Unnamed: 8,url_info,description
920,984,28,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Карс,https://static.wikia.nocookie.net/jjba/images/1/18/KarsA.png,Аниме,,,
921,988,32,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Сьюзи Кью,https://static.wikia.nocookie.net/jjba/images/f/f6/Suzieq.png,Аниме,,,
922,989,33,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Марио Цеппели,https://static.wikia.nocookie.net/jjba/images/d/d5/Mario_Zeppeli_Anime.png,Аниме,,,
923,991,35,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джордж Джостар II,https://static.wikia.nocookie.net/jjba/images/9/92/George_Joestar_II_%28Anime%29.png,Аниме,,,
924,992,36,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Холи Куджо,https://static.wikia.nocookie.net/jjba/images/a/af/HolyKujo_Anime.png,Аниме,,,
925,993,37,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джотаро Куджо,https://media.kg-portal.ru/anime/j/jojosbizarreadventurestardustcrusaders2/images/jojosbizarreadventurestardustcrusaders2_294.jpg,Аниме,,,
926,994,38,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мухаммед Абдул,https://static.wikia.nocookie.net/jjba/images/2/26/MuhammadAvdol.png,Аниме,,,
927,996,40,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Нориаки Какёин,https://i.pinimg.com/originals/c9/23/dd/c923dd0ff79f2d526f59e8c8416a8b54.jpg,Аниме,,,
928,997,41,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Грэй Флай,https://static.wikia.nocookie.net/jjba/images/0/0f/Grayfly.jpg,Аниме,,,
929,998,42,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Жан-Пьер Польнарефф,https://i.pinimg.com/564x/8a/2f/d4/8a2fd4c0b7561a4d04d51be8ddd9d3ca.jpg,Аниме,,,
930,1000,44,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Энн,https://static.wikia.nocookie.net/jjba/images/8/84/Runawaygirl.png,Аниме,,,
931,1001,45,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Самозванец капитан Теннилл,https://static.wikia.nocookie.net/jjba/images/f/f1/Tenilleimposter.png,Аниме,,,
932,1003,47,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Эния Гайл,https://i.pinimg.com/736x/bb/02/a5/bb02a55f819e7cbde222d7ed07c60510.jpg,Аниме,,,
933,1004,48,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Форевер,https://static.wikia.nocookie.net/jjba/images/3/38/ForeverAnime.png,Аниме,,,
934,1005,49,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Дево,https://static.wikia.nocookie.net/jjba/images/f/f3/Anime_Devo.png,Аниме,,,
935,1006,50,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Раббер Соул,https://static.wikia.nocookie.net/jjba/images/7/77/Rubber_Soul_Anime.png,Аниме,,,
936,1008,52,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джей Гайл,https://static.wikia.nocookie.net/jjba/images/b/b7/Jgailanime.png,Аниме,,,
937,1009,53,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Хол Хорс,https://static.wikia.nocookie.net/jjba/images/7/7b/Holhorseanime.png,Аниме,,,
938,1010,54,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Нэна,http://ami.animecharactersdatabase.com/uploads/chars/5688-1966796878.jpg,Аниме,,,
939,1011,55,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Зи Зи,https://sun9-40.userapi.com/impf/c631716/v631716105/34a83/OUEyaI_K0Jc.jpg?size=604x526&quality=96&sign=0c2bb2adfcfbbc0e385f2b5fcdbb16f0&type=album,Аниме,,,
940,1012,56,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Стили Дэн,https://static.wikia.nocookie.net/jjba/images/e/ec/Steelydananime.png,Аниме,,,
941,1013,57,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Арабия Фэтс,https://static.wikia.nocookie.net/jjba/images/4/4f/ArabiaFats_Anime.png,Аниме,,,
942,1014,58,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мэниш Бой,https://static.wikia.nocookie.net/jjba/images/4/4e/Mannishboy.png,Аниме,,,
943,1016,60,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Камео,https://static.wikia.nocookie.net/jjba/images/f/fd/Cameo_Anime.png,Аниме,,,
944,1017,61,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мидлер,https://static.wikia.nocookie.net/jjba/images/d/d4/Midler_Anime.png,Аниме,,,
945,1018,62,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Игги,https://i.pinimg.com/originals/f1/cb/40/f1cb4055072dc38067ba244e20974ee3.jpg,Аниме,,,
946,1019,63,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Эн'Доул,https://static.wikia.nocookie.net/jjba/images/e/e1/Ndoul_TvAnime.png,Аниме,,,
947,1020,64,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Оинго,https://static.wikia.nocookie.net/jjba/images/4/45/Oingoat1.PNG,Аниме,,,
948,1021,65,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Боинго,https://static.wikia.nocookie.net/jjba/images/5/54/Boingoat1.PNG,Аниме,,,
949,1022,66,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Анубис,https://static.wikia.nocookie.net/jjba/images/f/f0/Anubis_AnimeAV.png,Аниме,,,
950,1023,67,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Чака,https://static.wikia.nocookie.net/jjba/images/6/61/Chaka_Anime.png,Аниме,,,
951,1024,68,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Кан,https://static.wikia.nocookie.net/jjba/images/4/45/Khan_Anime.png,Аниме,,,
952,1026,70,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мэрайя,https://static.wikia.nocookie.net/jjba/images/3/36/Mariah_in_the_anime.png,Аниме,,,
953,1027,71,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Алесси,https://static.wikia.nocookie.net/jjba/images/f/fb/Alessi_headshot.png,Аниме,,,
954,1028,72,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Дэниэл Джей Д'Арби,https://i.ytimg.com/vi/ob3Mw73jXFE/maxresdefault.jpg,Аниме,,,
955,1029,73,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Пэт Шоп,https://static.wikia.nocookie.net/jjba/images/d/dc/Petshopanime.PNG,Аниме,,,
956,1030,74,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Теленс Т. Д'Арби,https://static.wikia.nocookie.net/jjba/images/1/1a/Telence_anime_profile.png,Аниме,,,
957,1031,75,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Ванилла Айс,https://static.wikia.nocookie.net/jjba/images/c/cf/V-Ice_Anime.png,Аниме,,,
958,1032,76,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Кенни Джи,https://static.wikia.nocookie.net/jjba/images/2/24/KennyG_Anime.png,Аниме,,,
959,1033,77,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Роузес,https://static.wikia.nocookie.net/jjba/images/3/33/Roses-Anime1.png,Аниме,,,
960,1034,78,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Нукесаку,https://static.wikia.nocookie.net/jjba/images/2/2a/Nukesaku_Profile.png,Аниме,,,
961,1035,79,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Уилсон Филипс,https://static.wikia.nocookie.net/jjba/images/4/44/Wilson_Phillips_Anime.png,Аниме,,,
962,1036,80,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джоске Хигашиката,https://i.pinimg.com/564x/75/6c/41/756c4198c86956f408827cc77a8fddc7.jpg,Аниме,,,
963,1037,81,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Коичи Хиросе,https://static.wikia.nocookie.net/jjba/images/0/00/Koichi_anime_AV.png,Аниме,,,
964,1038,82,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Томоко Хигашиката,https://i.pinimg.com/474x/10/d4/7d/10d47d278d10d26a31330071d186655d.jpg,Аниме,,,
965,1039,83,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Рёхей Хигашиката,https://static.wikia.nocookie.net/jjba/images/1/11/Ryohei_AV.png,Аниме,,,
966,1040,84,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Анджело Катагири,https://static.wikia.nocookie.net/jjba/images/8/85/Angelo_AV.png,Аниме,,,
967,1041,85,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Окуясу Ниджимура,https://static.wikia.nocookie.net/jjba/images/9/93/Okuyasu_anime_AV.png,Аниме,,,
968,1042,86,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Кейчо Ниджимура,https://static.wikia.nocookie.net/jjba/images/a/af/Keicho_AnimeAV.png,Аниме,,,
969,1043,87,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Отец Ниджимура,https://static.wikia.nocookie.net/jjba/images/f/f5/Nijimura%27s_Father_AV.png,Аниме,,,
970,1044,88,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тамами Кобаяши,https://static.wikia.nocookie.net/jjba/images/7/72/Tamami_AV.png,Аниме,,,
971,1045,89,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мать Коичи,https://static.wikia.nocookie.net/jjba/images/5/5d/Koichi%27s_Mom_Anime.png,Аниме,,,
972,1046,90,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Аяна Хиросе,https://static.wikia.nocookie.net/jjba/images/2/2f/Ayana_Anime.png,Аниме,,,
973,1047,91,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тошикадзу Хадзамада,https://static.wikia.nocookie.net/jjba/images/c/c6/Toshikazu_AV.png,Аниме,,,
974,1048,92,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Юкако Ямагиши,https://static.wikia.nocookie.net/jjba/images/e/ea/Yukako_AV.png,Аниме,,,
975,1049,93,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тонио Труссарди,https://static.wikia.nocookie.net/jjba/images/b/b1/Tonio_AV.png,Аниме,,,
976,1050,94,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Акира Отоиши,https://static.wikia.nocookie.net/jjba/images/2/24/Akira_AV.png,Аниме,,,
977,1051,95,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Шизука Джостар,https://u.livelib.ru/character/1000005095/o/u7zbzb6n/o-o.png,Аниме,,,
978,1052,96,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Рохан Кишибе,https://static.wikia.nocookie.net/jjba/images/4/4f/Rohan_anime_AV.png,Аниме,,,
979,1053,97,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мушикуи,https://static.wikia.nocookie.net/jjba/images/1/1f/BugEatenAnime.png,Аниме,,,
980,1054,98,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Рейми Сугимото,https://static.wikia.nocookie.net/jjba/images/3/3a/Reimi_AV.png,Аниме,,,
981,1055,99,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Арнольд,https://static.wikia.nocookie.net/jjba/images/7/74/Arnold_AV.png,Аниме,,,
982,1056,100,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Йошикаге Кира,https://i.pinimg.com/originals/f3/6c/ec/f36cec39e41067692bf3b5b0bd194eed.jpg,Аниме,,,
983,1057,101,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Шигечи Янгу,https://i.pinimg.com/originals/e3/b7/f0/e3b7f0d5ebcba9ad820cfbedecb94374.png,Аниме,,,
984,1058,102,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джолин Куджо,https://i.pinimg.com/474x/39/4c/60/394c6040d1967d247bf2949352a2e4cd.jpg,Аниме,,,
985,1059,103,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Йошихиро Кира,https://static.wikia.nocookie.net/jjba/images/7/7a/Yoshihiro_AV.png,Аниме,,,
986,1060,104,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Шинобу Каваджири,https://static.wikia.nocookie.net/jjba/images/6/69/Shinobu_AV.png,Аниме,,,
987,1061,105,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Хаято Каваджири,https://static.wikia.nocookie.net/jjba/images/7/7d/Hayato_AV.png,Аниме,,,
988,1062,106,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Кен Оянаги,https://static.wikia.nocookie.net/jjba/images/f/fc/Ken_Anime.png,Аниме,,,
989,1063,107,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Микитака Хадзекура,https://i.pinimg.com/originals/cc/ba/f7/ccbaf78ea211fdd3a3be37d0540464ce.jpg,Аниме,,,
990,1065,109,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Юя Фунгами,https://static.wikia.nocookie.net/jjba/images/0/0e/Yuya_AV.png,Аниме,,,
991,1066,110,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тама,https://static.wikia.nocookie.net/jjba/images/1/17/Stray_Cat_AV.png,Аниме,,,
992,1067,111,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тойохиро Канедаичи,https://static.wikia.nocookie.net/jjba/images/5/52/Toyohiro_AV.png,Аниме,,,
993,1068,112,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Теруноске Миямото,https://i.pinimg.com/originals/7d/98/f4/7d98f4baef10e94ce35e3f64c485dbe1.jpg,Аниме,,,
994,1069,113,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Масазо Киното,https://ami.animecharactersdatabase.com/uploads/chars/5688-1824327480.jpg,Аниме,,,
995,1070,114,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Джорно Джованна,https://i.pinimg.com/originals/2e/0a/d5/2e0ad5a34d17e4b1aa205e4281cdbd3c.jpg,Аниме,,,
996,1071,115,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Лука,http://www.world-art.ru/animation/img/10000/9730/8.jpg,Аниме,,,
997,1072,116,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Бруно Буччеллати,https://i.pinimg.com/originals/ea/33/13/ea3313ffa5d89fa8d9b963e3d562e01b.jpg,Аниме,,,
998,1073,117,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Леоне Абаккио,https://static.wikia.nocookie.net/jjba/images/0/0e/Leone_Anime-0.png,Аниме,,,
999,1074,118,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Гвидо Миста,https://i.pinimg.com/474x/e6/eb/cd/e6ebcd9c66563b46cf9525bdf5f9e59d.jpg,Аниме,,,
1000,1075,119,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Наранча Гирга,https://static.wikia.nocookie.net/jjba/images/2/2d/Narancia_bluray.png,Аниме,,,
1001,1076,120,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Паннакотта Фуго,https://i.pinimg.com/originals/96/ff/f1/96fff12b7bd83a6c1f41008479aff832.jpg,Аниме,,,
1002,1077,121,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Триш Уна,https://static.wikia.nocookie.net/jjba/images/f/f6/Trish_Una_-_Anime.png,Аниме,,,
1003,1078,122,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Коко Джамбо,https://static.wikia.nocookie.net/jjba/images/1/19/CocoJumboAnimeInfobox.png,Аниме,,,
1004,1079,123,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Польпо,https://static.wikia.nocookie.net/jjba/images/d/dc/Animepolpo.png,Аниме,,,
1005,1080,124,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Марио Цуккеро,https://static.wikia.nocookie.net/jjba/images/6/6f/ZuccheroAV.png,Аниме,,,
1006,1081,125,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Сале,https://static.wikia.nocookie.net/jjba/images/8/80/Sale_Anime.png,Аниме,,,
1007,1082,126,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Нунцио Периколо,https://static.wikia.nocookie.net/jjba/images/a/a6/Pericolo_anime.png,Аниме,,,
1008,1084,128,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Формаджо,https://static.wikia.nocookie.net/jojo/images/f/f6/Формаджо.png/revision/latest?cb=20181201082304&path-prefix=ru,Аниме,,,
1009,1085,129,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Иллюзо,https://pm1.narvii.com/7209/b45fce6e159581ab09d121acae83f53b5af436f1r1-750-992v2_hq.jpg,Аниме,,,
1010,1086,130,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Пеши,https://static.wikia.nocookie.net/jjba/images/a/a6/Pesci_Anime.png,Аниме,,,
1011,1087,131,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Прошутто,https://static.wikia.nocookie.net/jjba/images/b/b8/Prosciutto_Anime.png,Аниме,,,
1012,1088,132,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Мелоне,https://sun9-87.userapi.com/impf/c850016/v850016746/11c2be/KywIVXPdq44.jpg?size=1200x675&quality=96&sign=accd572306d08f5f58af32fb4ce35140&c_uniq_tag=itHn0NuCUXoN-_eniWiisKY7pAZ1VKaG1aQFoHt2xVY&type=album,Аниме,,,
1013,1089,133,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Гьяччо,https://i.pinimg.com/originals/00/ba/5e/00ba5e4e0b7db14145cadc5bdf336fb5.jpg,Аниме,,,
1014,1090,134,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Тициано,https://images.kinorium.com/movie/shot/657330/w1500_38591043.jpg,Аниме,,,
1015,1091,135,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Сквало,https://i.pinimg.com/originals/11/cf/92/11cf927642122e56e63c34857d57a735.jpg,Аниме,,,
1016,1092,136,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Карне,https://static.wikia.nocookie.net/jjba/images/f/f7/CarneInfoboxAnime.png,Аниме,,,
1017,1093,137,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Винегар Доппио,https://i.pinimg.com/564x/93/9e/a6/939ea68a3e7ccce1022983de3c02f547.jpg,Аниме,,,
1018,1094,138,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Ризотто Нэро,https://wallpapercave.com/wp/wp6199439.jpg,Аниме,,,
1019,1095,139,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Чокколата,https://static.wikia.nocookie.net/jjba/images/6/6f/Cioccolata_Anime_Infobox.png,Аниме,,,
1020,1096,140,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Секко,https://static.wikia.nocookie.net/jjba/images/f/fa/Secco_Anime_Infobox.png,Аниме,,,
1021,1097,141,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Сколиппи,https://static.wikia.nocookie.net/jjba/images/3/38/ScolipiAnim.png,Аниме,,,
1022,1098,142,17,Невероятное приключение ДжоДжо,https://i.pinimg.com/564x/9e/42/49/9e4249e7179a24ab5eb2f3fcf7034df7.jpg,Дьяволо,https://i.ytimg.com/vi/EJIMmwJ8N00/maxresdefault.jpg,Аниме,,,
1023,1099,1,18,Предметы из игры The Binding Of Isaac,https://i.pinimg.com/564x/5a/77/cf/5a77cf789f225687d6c6f29d85008ad7.jpg,CRICKET'S HEAD,https://steamusercontent-a.akamaihd.net/ugc/854975571684161773/FEEFFF25D14194A8CD748E8872312FE3445CF351/?imw=512&&ima=fit&impolicy=Letterbox&imcolor=%23000000&letterbox=false,Игры,,,
